energy,health,age,alive,planet_temp,planet_weather,hazards_count,inventory_food,inventory_water,inventory_materials,inventory_tools,successful_hunts,escapes,builds,trades,reproductions,attacks,gathers,explorations,hazard_radiation,hazard_toxic_gases,hazard_heat_stroke,hazard_freezing,action,action_success,decision_reason,tick,timestamp
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.859506
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,3,2025-05-12T06:37:58.862224
52,90,4,1,0,,0,9,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.865259
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.870585
52,90,4,1,0,,0,9,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.876781
55,92,5,1,0,,0,8,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.881268
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.885429
55,92,5,1,0,,0,8,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.890003
58,94,6,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.900620
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.911976
58,94,6,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.923843
41,92,7,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:58.939203
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:58.957421
41,92,7,1,0,,0,7,7,9,0,0,0,0,0,0,0,0,2,0,0,0,0,EXPLORE,1,unknown,7,2025-05-12T06:37:58.990319
34,92,8,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.011836
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.083074
34,92,8,1,0,,0,7,7,9,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.107546
27,92,9,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,9,2025-05-12T06:37:59.120901
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.156919
27,92,9,1,0,,0,7,7,9,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.179710
20,92,10,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,10,2025-05-12T06:37:59.299332
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.355896
20,92,10,1,0,,0,7,7,9,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.377676
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,1,2025-05-12T06:37:58.823869
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.824421
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.824912
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.830814
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.831704
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.836672
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.846499
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.851474
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.855087
52,90,4,1,0,,0,9,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.872133
52,90,4,1,0,,0,9,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.874972
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.879427
55,92,5,1,0,,0,8,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.886541
55,92,5,1,0,,0,8,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.890581
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.904773
58,94,6,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,0,unknown,6,2025-05-12T06:37:58.913929
58,94,6,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.922643
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:58.973587
41,92,7,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:58.991657
41,92,7,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.022487
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.060552
34,92,8,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.084695
34,92,8,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.116327
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.129269
27,92,9,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.140454
27,92,9,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,0,unknown,9,2025-05-12T06:37:59.155639
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.276716
20,92,10,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.319679
20,92,10,1,0,,0,7,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.331628
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.349619
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.847775
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.848123
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.848594
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.849486
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.851631
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,0,unknown,2,2025-05-12T06:37:58.852758
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.859590
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.861345
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.866115
52,90,4,1,0,,0,9,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.871751
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.879374
52,90,4,1,0,,0,9,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.919850
55,92,5,1,0,,0,8,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.943849
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.966446
55,92,5,1,0,,0,8,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.998440
58,94,6,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.015059
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.025021
58,94,6,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.032426
41,92,7,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.042552
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.057396
41,92,7,1,0,,0,7,7,8,0,0,0,0,0,0,0,0,2,0,0,0,0,EXPLORE,1,unknown,7,2025-05-12T06:37:59.069988
34,92,8,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.096163
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,0,unknown,8,2025-05-12T06:37:59.114855
34,92,8,1,0,,0,7,7,8,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.168593
27,92,9,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.182287
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.196679
27,92,9,1,0,,0,7,7,8,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.295365
20,92,10,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.332956
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.373117
20,92,10,1,0,,0,7,7,8,0,0,0,0,0,0,0,0,2,0,0,0,0,HIDE,0,unknown,10,2025-05-12T06:37:59.386895
78,92,1,1,0,,0,10,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,1,2025-05-12T06:37:58.899691
78,92,1,1,0,,0,10,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,1,2025-05-12T06:37:58.900187
78,92,1,1,0,,0,10,10,5,2,0,1,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,1,2025-05-12T06:37:58.909986
81,89,2,1,0,,0,9,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.910973
81,89,2,1,0,,0,9,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.912050
81,89,2,1,0,,0,9,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.913554
59,81,3,1,0,,0,9,9,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,3,2025-05-12T06:37:58.917859
59,81,3,1,0,,0,9,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,3,2025-05-12T06:37:58.919699
59,81,3,1,0,,0,9,9,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,3,2025-05-12T06:37:58.922979
62,78,4,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,4,2025-05-12T06:37:58.936963
62,78,4,1,0,,0,8,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,4,2025-05-12T06:37:58.951091
62,78,4,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,4,2025-05-12T06:37:58.954356
40,70,5,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,5,2025-05-12T06:37:58.966183
40,70,5,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,5,2025-05-12T06:37:59.003269
40,70,5,1,0,,0,8,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,FLEE,0,unknown,5,2025-05-12T06:37:59.013224
43,67,6,1,0,,0,7,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.024472
43,67,6,1,0,,0,7,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.033564
43,67,6,1,0,,0,7,7,5,2,0,2,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.054754
21,59,7,1,0,,0,7,7,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,7,2025-05-12T06:37:59.076440
21,59,7,1,0,,0,7,7,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,7,2025-05-12T06:37:59.088291
21,59,7,1,0,,0,7,7,5,2,0,3,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,7,2025-05-12T06:37:59.096857
24,56,8,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,8,2025-05-12T06:37:59.120331
24,56,8,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,8,2025-05-12T06:37:59.188828
24,56,8,1,0,,0,6,6,5,2,0,3,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,8,2025-05-12T06:37:59.200982
2,48,9,1,0,,0,6,6,5,2,0,4,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,9,2025-05-12T06:37:59.271605
2,48,9,1,0,,0,6,6,5,2,0,4,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,9,2025-05-12T06:37:59.325832
2,48,9,1,0,,0,6,6,5,2,0,4,0,0,0,0,0,0,0,0,0,0,FLEE,1,unknown,9,2025-05-12T06:37:59.342303
5,45,10,1,0,,0,5,5,5,2,0,4,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,10,2025-05-12T06:37:59.391734
5,45,10,1,0,,0,5,5,5,2,0,4,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,10,2025-05-12T06:37:59.425251
5,45,10,1,0,,0,5,5,5,2,0,4,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,10,2025-05-12T06:37:59.452671
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.895960
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.896726
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.899788
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.909683
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.918934
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.920201
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.927363
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.929456
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.935554
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,4,2025-05-12T06:37:58.949340
52,90,4,1,0,,0,9,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.970644
52,90,4,1,0,,0,9,9,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.975535
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:59.003297
55,92,5,1,0,,0,8,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:59.015502
55,92,5,1,0,,0,8,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:59.023050
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.033602
58,94,6,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.040523
58,94,6,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.050996
41,92,7,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.067325
41,92,7,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.075515
41,92,7,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,0,unknown,7,2025-05-12T06:37:59.084855
34,92,8,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.112158
34,92,8,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.178016
34,92,8,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,8,2025-05-12T06:37:59.228476
27,92,9,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,0,unknown,9,2025-05-12T06:37:59.240717
27,92,9,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.253001
27,92,9,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,9,2025-05-12T06:37:59.347530
20,92,10,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.396897
20,92,10,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.413428
20,92,10,1,0,,0,7,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,HIDE,1,unknown,10,2025-05-12T06:37:59.462949
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,1,2025-05-12T06:37:58.896848
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,1,2025-05-12T06:37:58.899431
83,95,1,1,0,,0,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,0,unknown,1,2025-05-12T06:37:58.902803
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.906530
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,1,unknown,2,2025-05-12T06:37:58.914449
86,97,2,1,0,,0,9,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,REST,0,unknown,2,2025-05-12T06:37:58.922613
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.926671
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.930778
69,92,3,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFEND,1,unknown,3,2025-05-12T06:37:58.936392
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.941292
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.944090
52,90,4,1,0,,0,9,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,EXPLORE,1,unknown,4,2025-05-12T06:37:58.950050
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.962201
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.980763
55,92,5,1,0,,0,8,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,5,2025-05-12T06:37:58.993028
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.013916
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.066056
58,94,6,1,0,,0,7,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,REST,1,unknown,6,2025-05-12T06:37:59.078716
